Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UFO Bus,Volvo A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,600.0,5 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,800.0,14 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,745.0,10 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:55,05h 56m,749.0,14 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:59,05:35,05h 36m,900.0,8 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,550.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,02:40,03h 55m,850.0,22 Seats available,1.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,600.0,27 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Seater/Sleeper (2+1),23:59,05:30,05h 31m,595.0,4 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,999.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KP Travels,A/C Seater (2+2),21:15,01:45,04h 30m,1599.0,1 Seat available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,00:15,06h 15m,383.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,23:44,05h 14m,383.0,18 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2452,Low Floor AC Seater 2+2,19:00,23:45,04h 45m,422.0,24 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,01:01,04h 36m,309.0,21 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,01:44,05h 14m,383.0,12 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),20:55,00:55,04h 00m,309.0,28 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,02:35,05h 35m,269.0,44 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1937,AC MULTI AXLE,21:05,01:24,04h 19m,494.0,40 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,01:10,03h 55m,309.0,24 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,02:05,04h 40m,309.0,9 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,02:35,05h 10m,309.0,15 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,04:19,05h 54m,269.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,03:40,05h 00m,288.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,03:50,05h 10m,255.0,15 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1011,Super Fast Non AC Seater (2+3),23:00,04:30,05h 30m,261.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,04:40,05h 35m,269.0,44 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),23:15,03:05,03h 50m,268.0,1 Seat available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),23:25,03:55,04h 30m,299.0,10 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,555.0,26 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,500.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,600.0,29 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,02:01,04h 16m,650.0,14 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,700.0,17 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,03:15,03h 45m,800.0,19 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04:29,04h 59m,680.0,22 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,A/C Sleeper (2+1),23:55,05:30,05h 35m,749.0,13 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,03:10,03h 40m,799.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,02:35,03h 05m,799.0,10 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),23:40,05:00,05h 20m,739.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),23:40,05:25,05h 45m,799.0,7 Seats available,4.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,05:30,05h 35m,650.0,8 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,600.0,5 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,800.0,14 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,745.0,10 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:55,05h 56m,749.0,14 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:59,05:35,05h 36m,900.0,8 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,550.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,02:40,03h 55m,850.0,22 Seats available,1.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,600.0,27 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Seater/Sleeper (2+1),23:59,05:30,05h 31m,595.0,4 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,999.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KP Travels,A/C Seater (2+2),21:15,01:45,04h 30m,1599.0,1 Seat available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,00:15,06h 15m,383.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,23:44,05h 14m,383.0,18 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2452,Low Floor AC Seater 2+2,19:00,23:45,04h 45m,422.0,24 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,01:01,04h 36m,309.0,21 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,01:44,05h 14m,383.0,12 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),20:55,00:55,04h 00m,309.0,28 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,02:35,05h 35m,269.0,44 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1937,AC MULTI AXLE,21:05,01:24,04h 19m,494.0,40 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,01:10,03h 55m,309.0,24 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,02:35,05h 10m,309.0,15 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,02:05,04h 40m,309.0,9 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,04:19,05h 54m,269.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,03:50,05h 10m,255.0,15 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,03:40,05h 00m,288.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1011,Super Fast Non AC Seater (2+3),23:00,04:30,05h 30m,261.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,04:40,05h 35m,269.0,44 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),23:15,03:05,03h 50m,268.0,1 Seat available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),23:25,03:55,04h 30m,299.0,10 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,555.0,26 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,500.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,02:00,04h 15m,600.0,29 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,02:01,04h 16m,650.0,14 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,700.0,17 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,03:15,03h 45m,800.0,19 Seats available,5.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04:29,04h 59m,680.0,22 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,A/C Sleeper (2+1),23:55,05:30,05h 35m,749.0,13 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,03:10,03h 40m,799.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,02:35,03h 05m,799.0,10 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),23:40,05:00,05h 20m,739.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),23:40,05:25,05h 45m,799.0,7 Seats available,4.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,05:30,05h 35m,650.0,8 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,600.0,5 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,800.0,14 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,745.0,10 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,05:55,05h 56m,749.0,14 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:59,05:35,05h 36m,900.0,8 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,550.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,02:40,03h 55m,850.0,22 Seats available,1.5,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,05:00,05h 01m,600.0,27 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Seater/Sleeper (2+1),23:59,05:30,05h 31m,595.0,4 Seats available,2.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),22:20,02:35,04h 15m,999.0,6 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KP Travels,A/C Seater (2+2),21:15,01:45,04h 30m,1599.0,1 Seat available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,03:15,09h 15m,513.0,10 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:05,04:20,09h 15m,688.0,14 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 1583,Swift Deluxe Non AC Air Bus (2+2),20:00,05:15,09h 15m,640.0,3 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,06:40,09h 40m,620.0,1 Seat available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 1584,Swift Deluxe Non AC Air Bus (2+2),21:30,06:15,08h 45m,640.0,2 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,900.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Silver Line Travels,Non A/C Seater / Sleeper (2+1),20:00,05:10,09h 10m,665.0,18 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
MMK Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,850.0,14 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
AdSAAM BUS,VE A/C Sleeper (2+1),20:30,06:15,09h 45m,800.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,750.0,11 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09h 15m,749.0,14 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SKS Tours & Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,849.0,16 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SAAM BUS,A/C Seater / Sleeper (2+1),21:15,06:15,09h 00m,630.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),20:30,06:30,10h 00m,649.0,4 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,950.0,9 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,NON A/C Sleeper (2+1),20:45,06:15,09h 30m,649.0,12 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,VE A/C Sleeper (2+1),20:15,06:30,10h 15m,899.0,13 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,599.0,19 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,06:00,08h 30m,899.0,18 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),22:00,07:15,09h 15m,850.0,18 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,A/C Seater / Sleeper (2+1),21:45,06:45,09h 00m,800.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DA Transports,A/C Sleeper (2+1),21:50,06:45,08h 55m,799.0,9 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,Non A/C Seater / Sleeper (2+1),21:00,06:00,09h 00m,650.0,10 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DA Transports,A/C Sleeper (2+1),22:01,07:45,09h 44m,799.0,11 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,06:30,08h 45m,550.0,11 Seats available,2.8,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
